"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1806727,"September 25, 2020",Iowa,Waterloo,N/A,0,1,N/A
1805461,"September 24, 2020",Texas,"San Antonio","Perrin Beitel Rd and Thousand Oaks Dr",0,1,N/A
1804601,"September 23, 2020",Alabama,Mobile,"2400 block of Octavia Dr S",0,1,N/A
1802490,"September 22, 2020",Missouri,"Saint Louis (Jennings)","5700 block of Helen Ave",0,2,N/A
1811774,"September 21, 2020",Texas,Austin,"Purple Sage Dr",0,1,N/A
1800377,"September 20, 2020",Iowa,"Iowa City","1100 block of Oakcrest St",0,1,N/A
1800333,"September 19, 2020",Nevada,"Las Vegas","9600 block of Bouncing Ball St",0,1,N/A
1798565,"September 17, 2020","South Carolina",Eastover,"200 block of Lewis Scott Ct",0,1,N/A
1800126,"September 17, 2020",Louisiana,Slidell,"1110 Brownswitch Rd",0,1,N/A
1796071,"September 15, 2020",Oklahoma,"Oklahoma City","10735 N Western Ave",0,1,N/A
1795463,"September 14, 2020",Louisiana,Mamou,N/A,0,2,N/A
1789262,"September 8, 2020",Arizona,Safford,"1600 block of S 8th Ave",0,1,N/A
1790583,"September 8, 2020",Alabama,Mobile,"Broad St",0,1,N/A
1785726,"September 5, 2020",Florida,Jacksonville,"7800 block of Renault Dr",1,1,N/A
1786227,"September 4, 2020",Michigan,"Grand Rapids","Madison Ave and Garden St",0,1,N/A
1785739,"September 3, 2020",Illinois,Madison,"1500 block of 4th St",0,1,N/A
1852793,"September 3, 2020",Missouri,Kahoka,N/A,0,1,N/A
1783342,"September 2, 2020",Illinois,Chicago,"917 S Kedzie Ave",0,1,N/A
1783928,"September 2, 2020",California,Oakland,"Kerwin Ave and 105th Ave",0,4,N/A
1783540,"September 1, 2020","South Dakota","Sioux Falls","700 block of W 13th St",0,1,N/A
1783415,"August 30, 2020",Iowa,Davenport,"200 W 31st St",0,1,N/A
1776898,"August 24, 2020",Georgia,Hinesville,"100 block of Alcot Cir",0,1,N/A
1772510,"August 23, 2020",Kentucky,Lexington,"3401 Nicholasville Rd",1,2,N/A
1773311,"August 23, 2020",Michigan,Detroit,"300 block of Monroe St",0,2,N/A
1831544,"August 20, 2020",Kansas,"Great Bend",N/A,0,1,N/A
1769410,"August 19, 2020",Ohio,Columbus,"789 Greenfield Dr",0,1,N/A
1764572,"August 14, 2020",Alabama,Huntsville,"Spann St",0,1,N/A
1762479,"August 12, 2020",Texas,Houston,"12925 Northwest Fwy",0,1,N/A
1762864,"August 11, 2020",Texas,"San Antonio","130 Camino De Oro",0,1,N/A
1760376,"August 9, 2020",Utah,"Salt Lake City","900 S and 3150 W",0,1,N/A
1759322,"August 9, 2020",Illinois,Chicago,"100 block of W 66th St",0,1,N/A
1770503,"August 9, 2020",California,Acton,CA-14,0,2,N/A
1756417,"August 5, 2020",Michigan,Detroit,"12000 block of Monica St",0,1,N/A
1756783,"August 5, 2020",Virginia,Richmond,"1900 block of Accommodation St",0,1,N/A
1754114,"August 2, 2020",Virginia,"Fort Lee","1510 Sisisky Blvd",0,1,N/A
1754054,"August 2, 2020",Utah,"Salt Lake City (Murray)",N/A,0,1,N/A
1754957,"August 1, 2020",Virginia,Winchester,"300 block of Virginia Ave",0,1,N/A
1754140,"July 28, 2020",Texas,"Big Spring",N/A,0,1,N/A
1748001,"July 26, 2020",Alabama,Mobile,"2000 block of Gimon Cir N",0,1,N/A
1743640,"July 22, 2020",Tennessee,Hendersonville,"Cole Ct",0,2,N/A
1742846,"July 22, 2020",Idaho,"Idaho Falls (Ammon)","2500 block of Eagle Dr",0,1,N/A
1823928,"July 20, 2020",Michigan,Saginaw,"3000 Birch Park Dr",0,2,N/A
1740702,"July 19, 2020",Arkansas,"Little Rock","1401 S Shackleford Rd",0,1,N/A
1737649,"July 16, 2020",Illinois,Chicago,"1500 block of S Lawndale Ave",0,1,N/A
1737502,"July 16, 2020",Louisiana,Shreveport,"1601 N Market St",0,1,N/A
1736532,"July 15, 2020",Pennsylvania,Philadelphia,"4500 block of N 17th St",0,2,N/A
1735415,"July 14, 2020",Virginia,Richmond,"910 N 31st St",1,1,N/A
1735659,"July 14, 2020",Illinois,Chicago,"1135 S Michigan Ave",0,1,N/A
1731913,"July 11, 2020",Alabama,Tuscaloosa,"1701 McFarland Blvd E",0,2,N/A
1731648,"July 11, 2020",Texas,Dallas,"100 block of Continental Ave",1,1,N/A
1731000,"July 10, 2020","New Mexico","Las Cruces","3629 Santa Sabina Ave",0,1,N/A
1729208,"July 7, 2020",California,Modesto,"Danube Ct",0,1,N/A
1848632,"July 7, 2020","South Carolina",Orangeburg,"Belleville Rd",0,1,N/A
1728209,"July 6, 2020","North Carolina",Beulaville,"156 Cedar Ln Dr",0,1,N/A
1725879,"July 5, 2020",Louisiana,Shreveport,"2800 block of Westover St",0,1,N/A
1725094,"July 4, 2020",Illinois,Chicago,"2800 block of S Keeler",1,2,N/A
1733276,"July 4, 2020",Florida,Lecanto,"W Rolling View Place and W Southern St",0,1,N/A
1733278,"July 4, 2020",Florida,"Homosassa Springs","W Rolling View Pl",0,1,N/A
1724110,"July 3, 2020",Massachusetts,Braintree,"250 Granite St",0,1,N/A
1722475,"June 30, 2020",Ohio,Columbus,"1594 Kohr Pl",0,1,N/A
1719975,"June 29, 2020",Wisconsin,Milwaukee,"2200 block of N 12th St",0,2,N/A
1720189,"June 28, 2020",Minnesota,Rochester,"2800 block of Northern Valley Dr NE",0,1,N/A
1719264,"June 27, 2020",Louisiana,"New Orleans","5400 block of Florida Ave",0,1,N/A
1717139,"June 26, 2020",Florida,Miami,"NW 14th Place",0,1,N/A
1718824,"June 26, 2020",Michigan,Detroit,"16400 block of Hartwell St",0,1,N/A
1716953,"June 25, 2020","New York","New York (Manhattan)","E 102nd St and Park Ave",0,2,N/A
1716830,"June 24, 2020",Michigan,Kalamazoo,"Ogden Ave and Douglas Ave",0,2,N/A
1716880,"June 23, 2020",Oklahoma,Ardmore,"2021 Choctaw St NW",0,1,N/A
1715423,"June 22, 2020",Illinois,"Willowbrook (Burr Ridge)","IL-83 and Honeysuckle Rose Ln",0,1,N/A
1711372,"June 20, 2020",Illinois,Chicago,"1000 block of N LeClaire Ave",1,2,N/A
1716070,"June 19, 2020",California,Turlock,"4100 block of Summerfield Dr",0,1,N/A
1708253,"June 17, 2020",Wisconsin,Milwaukee,"E Burleigh St and N Achilles St",0,1,N/A
1707892,"June 15, 2020",Ohio,Canton,"2600 Harvard Ave NE",0,1,N/A
1707608,"June 15, 2020",Idaho,Nampa,"2600 block of S Stonehedge Dr",0,1,N/A
1703906,"June 12, 2020",Tennessee,Chattanooga,"1608 Sunray Dr",0,1,N/A
1702944,"June 11, 2020",Indiana,Goshen,"300 block of S 10th St",0,3,N/A
1703055,"June 11, 2020",Texas,Houston,"5840 Glenmont Dr",2,4,N/A
1702018,"June 10, 2020",Tennessee,Memphis,"4130 Kirby Pkwy",1,2,N/A
1699685,"June 8, 2020",Texas,"San Antonio","4000 Indian Sunrise",0,1,N/A
1717116,"June 7, 2020",Florida,Okeechobee,"NE 11th St",0,1,N/A
1699426,"June 7, 2020",Ohio,Columbus,"1700 block of Elaine Rd",0,1,N/A
1695641,"June 2, 2020",Wisconsin,Milwaukee,"2900 block of N 38th St",0,1,N/A
1695586,"June 2, 2020",Wisconsin,Racine,"Kewaunee St and Michigan Blvd",0,5,N/A
1694026,"May 31, 2020",California,Eureka,"3800 block of H St",0,1,N/A
1689887,"May 26, 2020",Arkansas,"West Memphis","501 S Avalon St",0,1,N/A
1689467,"May 26, 2020",Illinois,Chicago,"200 block of W Pershing Rd",0,3,N/A
1687965,"May 25, 2020","West Virginia",Bluefield,"300 block of Union St",0,1,N/A
1690289,"May 24, 2020",Illinois,Kankakee,"E Chestnut St and N Evergreen Ave",0,1,N/A
1686705,"May 22, 2020",Louisiana,Violet,"2900 block of Daniel Dr",0,1,N/A
1686042,"May 22, 2020",Florida,"Saint Petersburg","4999 49th St North",0,1,N/A
1685292,"May 19, 2020",Texas,"San Antonio","100 block of Emerald Ash",0,1,N/A
1682253,"May 17, 2020",Georgia,Griffin,"500 block of Hallyburton St",0,1,N/A
1679294,"May 14, 2020",Illinois,Chicago,"5331 S Calumet Ave",0,1,N/A
1678553,"May 12, 2020","North Carolina",Charlotte,N/A,0,1,N/A
1676515,"May 10, 2020",Louisiana,"Baton Rouge","2944 Plank Rd",0,5,N/A
1677052,"May 10, 2020",Minnesota,Brainerd,"11000 block of Bonnie Rd",0,1,N/A
1676349,"May 9, 2020",Louisiana,"New Iberia","400 block of Silver St",1,2,N/A
1675665,"May 7, 2020","South Carolina",Bowman,"Center St",0,1,N/A
1675033,"May 7, 2020",Delaware,Wilmington,"600 block of Maryland Ave",0,1,N/A
1675016,"May 7, 2020",Alabama,Auburn,"889 Lunsford Dr",0,1,N/A
1671100,"May 3, 2020",Florida,Jacksonville,"5202 La Ventura Dr E",0,1,N/A
1671603,"May 2, 2020",Texas,Mission,"FM 676 and Western Rd",0,1,N/A
1669570,"April 30, 2020",Virginia,Richmond,"10200 block of Ronaldton Rd",0,1,N/A
1668887,"April 29, 2020",Arizona,Phoenix,"4139 E McDowell Rd",0,1,N/A
1667753,"April 27, 2020",Indiana,"Fort Wayne","4100 block of S Harrison St",0,1,N/A
1664628,"April 23, 2020",Florida,Jacksonville,"Confederate Point Rd",0,1,N/A
1664671,"April 23, 2020",Florida,Tampa,"12000 block of Spicer Pl",0,2,N/A
1665550,"April 22, 2020",Missouri,"Salem (county)",N/A,0,1,N/A
1663475,"April 20, 2020","North Carolina","Jones (county)",N/A,0,1,N/A
1661516,"April 17, 2020",California,Sacramento,"Somerset Dr and Todhunter Ave",1,1,N/A
1661007,"April 17, 2020",Alabama,Fairhope,"Founders Dr",0,1,N/A
1661609,"April 17, 2020",Louisiana,Jeanerette,"600 block of Kern St",0,1,N/A
1660791,"April 16, 2020","North Carolina","Macon (county)",N/A,0,1,N/A
1658703,"April 12, 2020",Tennessee,Lafayette,"Perrigo Lane",0,1,N/A
1655454,"April 9, 2020",Illinois,Chicago,"945 W Belmont Ave",0,2,N/A
1653291,"April 6, 2020",Mississippi,Vicksburg,"200 block of Demby Dr",0,1,N/A
1653623,"April 6, 2020",Texas,"Fort Worth","812 East Felix St",0,2,N/A
1653524,"April 5, 2020","West Virginia",Martinsburg,"Ridge Rd S",0,1,N/A
1653098,"April 4, 2020",Virginia,Craigsville,"200 block of Lehigh Rd",0,1,N/A
1648398,"March 29, 2020",Texas,Cleveland,"100 block of CR 3560",0,1,N/A
1647814,"March 28, 2020",Illinois,Chicago,"2700 W Peterson Ave",0,1,N/A
1646180,"March 26, 2020",Florida,Jacksonville,"5020 Cleveland Rd",0,1,N/A
1644156,"March 22, 2020",Illinois,Chicago,N/A,0,1,N/A
1643996,"March 22, 2020","New York",Brooklyn,"Park Ave and N Portland Ave",0,2,N/A
1642127,"March 18, 2020",Connecticut,"New Haven","Bouchet Lane",0,1,N/A
1641292,"March 17, 2020",Oregon,Springfield,"4900 block of Bluebelle Way",0,1,N/A
1640722,"March 15, 2020",Ohio,Columbus,"Station Rd",0,1,N/A
1639849,"March 14, 2020",Florida,Jacksonville,"10500 Block of Tulsa Rd",1,1,N/A
1659269,"March 13, 2020",Florida,Brandon,N/A,0,1,N/A
1636833,"March 9, 2020",Arizona,"Phoenix (Laveen Village)","6813 S 43rd Dr",1,0,N/A
1636881,"March 9, 2020",Michigan,Pontiac,"Bagley St and Arthur Ave",0,1,N/A
1636193,"March 8, 2020",Tennessee,Cordova,"7100 block of Charlton Way",0,1,N/A
1635570,"March 7, 2020","New Mexico",Albuquerque,"1700 block of Rayo Del Sol Dr SW",0,4,N/A
1635607,"March 6, 2020",California,Escondido,N/A,0,1,N/A
1633827,"March 4, 2020",California,Rialto,"200 block of E Randall Ave",1,2,N/A
1632813,"March 2, 2020",Oregon,Portland,"6600 block of NE Tillamook St",0,2,N/A
1633558,"March 2, 2020",Florida,"Vero Beach","3980 King Pl",0,1,N/A
1632731,"March 2, 2020",California,Vista,"300 block of Paseo Marguerita",0,1,N/A
1629042,"February 25, 2020",Illinois,Chicago,"1238 E 79th St",1,4,N/A
1627990,"February 24, 2020",Texas,Houston,"4600 block of W 34th St",0,1,N/A
1626863,"February 22, 2020",Tennessee,Nashville,"2000 block of Albion St",0,1,N/A
1624606,"February 19, 2020",Pennsylvania,Philadelphia,"1041 W Thompson St",1,3,N/A
1624705,"February 19, 2020",Ohio,Cincinnati,"7617 Reading Rd",0,3,N/A
1624073,"February 18, 2020","New York",Collins,"Main St",0,1,N/A
1622789,"February 15, 2020",Missouri,"Saint Louis","3400 block of Indiana Ave",0,1,N/A
1623104,"February 15, 2020",Kentucky,Paducah,N/A,0,1,N/A
1675445,"February 15, 2020",Texas,"North Richland Hills","Willowcrest Dr",0,1,N/A
1622312,"February 15, 2020",Illinois,Chicago,"W 24th St and S Troy St",0,1,N/A
1622267,"February 15, 2020","North Carolina",Benson,"S Market St and Chicopee Rd",0,1,N/A
1621865,"February 14, 2020",Georgia,"Atlanta (East Point)","3650 Marketplace Boulevard",0,3,N/A
1621830,"February 14, 2020",Illinois,Chicago,"4700 S Forrestville Ave",0,2,N/A
1621120,"February 13, 2020",Oregon,"Klamath Falls","8245 OR-39",0,1,N/A
1620757,"February 11, 2020",Texas,"San Antonio","5919 W Commerce",0,1,N/A
1619396,"February 11, 2020",Tennessee,"La Follette","2245 Jacksboro Pike",0,1,N/A
1617203,"February 7, 2020",Alabama,Fairfield,"300 block of 67th St",0,1,N/A
1614922,"February 5, 2020",Illinois,Woodridge,"3300 block of 83rd St",0,1,N/A
1616126,"February 5, 2020",Florida,"Fort Myers","3711 Nelson Tillis Blvd",0,1,N/A
1615618,"February 5, 2020",Virginia,Montross,"100 block of Santa Cruz Rd",0,3,N/A
1614679,"February 4, 2020",Utah,"Salt Lake City",N/A,0,1,N/A
1614438,"February 4, 2020",Texas,Beaumont,"19000 block of Burrell-Wingate Rd",0,1,N/A
1612585,"February 2, 2020",Louisiana,Opelousas,N/A,0,2,N/A
1612518,"February 1, 2020",Louisiana,Shreveport,"3100 block of Hollywood Ave",0,1,N/A
1610538,"January 31, 2020",Michigan,"Grand Rapids","1300 block of N White St NW",0,1,N/A
1607881,"January 28, 2020","New York","Corona (Queens)","NY-25B and 229th St",0,1,N/A
1608192,"January 28, 2020",Illinois,Springfield,"1500 block of N Patton Ave",0,1,N/A
1607374,"January 27, 2020",Missouri,"Saint Louis","3900 Holly Hills Blvd",0,1,N/A
1605015,"January 24, 2020","North Carolina",Wilson,"817 Rountree St NE",0,1,N/A
1604452,"January 23, 2020","New York",Bronx,"Hughes Ave and E 179th St",0,2,N/A
1602081,"January 21, 2020","West Virginia",Charleston,N/A,0,1,N/A
1601558,"January 20, 2020",Nevada,Reno,"1611 Wedekind Rd",0,1,N/A
1600681,"January 19, 2020",Iowa,"Des Moines","1300 block of 8th St",0,1,N/A
1602855,"January 17, 2020","South Carolina",Columbia,"8700 block of Windsor Lake Blvd",0,1,N/A
1598845,"January 16, 2020",Delaware,Wilmington,"400 block of Queen St",0,1,N/A
1602599,"January 12, 2020",Mississippi,Meridian,"2100 block of 25th Ave",0,1,N/A
1592976,"January 9, 2020",Texas,Houston,"12510 S Green Dr",0,1,N/A
1593508,"January 9, 2020",Mississippi,Gulfport,"N Wilson Blvd",0,1,N/A
1592140,"January 8, 2020",Indiana,Indianapolis,"4015 Windhill Dr",0,1,N/A
1590688,"January 7, 2020","West Virginia",Lewisburg,"Brush Rd and US-219",0,1,N/A
1591354,"January 7, 2020",Texas,Houston,"Perry Rd and Cypress N Houston Rd",0,1,N/A
1592797,"January 7, 2020",Florida,"Daytona Beach",N/A,0,1,N/A
1589915,"January 6, 2020","New Mexico","Belen (Rio Communities)","Logan St",0,1,N/A
1591708,"January 4, 2020",Ohio,Columbus,"2701 Glenbriar St",0,2,N/A
1588560,"January 4, 2020",Texas,Vidor,"Old Spanish Trail and Polly St",0,1,N/A
1587401,"January 2, 2020","New York",Plainview,"Benmore Ct",0,1,N/A
1587560,"January 2, 2020",Indiana,"East Chicago","4800 block of Walsh Ave",0,1,N/A
1587449,"January 2, 2020",Iowa,"Council Bluffs","2300 block of Ave F",0,1,N/A
1587429,"January 2, 2020",Indiana,Indianapolis,"2700 block of Chamberlin Dr",0,1,N/A
1584998,"December 31, 2019",Tennessee,Memphis,"4400 block of Castle Heights Dr",0,1,N/A
1585976,"December 31, 2019",Michigan,Detroit,"8900 block of Whitcomb",0,1,N/A
1582731,"December 28, 2019",Virginia,Lynchburg,"621 Gum St",1,1,N/A
1582010,"December 28, 2019",Alabama,Tuscaloosa,"6701 Alabama Hwy 69 S",0,1,N/A
1580276,"December 25, 2019",Pennsylvania,Johnstown,"200 block of Dupont St",0,1,N/A
1579962,"December 25, 2019",Nevada,"Las Vegas","N Sloan Ln and Las Vegas Blvd N",0,2,N/A
1578832,"December 23, 2019",Ohio,"Franklin (Carlisle)","300 block of Martz-Paulin Rd",0,1,N/A
1578388,"December 22, 2019",Utah,Ogden,"2900 Pingree Ave",0,1,N/A
1578016,"December 22, 2019",Arkansas,"West Memphis","800 block of Walnut Dr",0,1,N/A
1578055,"December 22, 2019",Florida,Hernando,"N Blue Bream Terrace",0,1,N/A
1577347,"December 21, 2019",Louisiana,"Lake Charles","Brentwood St and Tennessee St",1,0,N/A
1577165,"December 21, 2019","District of Columbia",Washington,"1400 block of Madison St NW",0,2,N/A
1572962,"December 15, 2019",Michigan,Pontiac,"90 block of Cadillac St",0,1,N/A
1572606,"December 14, 2019",Delaware,Wilmington,"100 block of N Harrison St",0,1,N/A
1571413,"December 13, 2019",Virginia,Norfolk,"322 Shirley Ave",0,1,N/A
1571069,"December 12, 2019",Wisconsin,Menasha,"300 block of Oak St",0,1,N/A
1567088,"December 7, 2019",Arizona,Phoenix,"67th Ave and Van Buren St",0,1,N/A
1566471,"December 6, 2019",California,Brentwood,"5000 Balfour Rd",0,1,N/A
1564921,"December 5, 2019",Georgia,"Stone Mountain","5300 block of Kelleys Creek Dr",1,0,N/A
1563351,"December 3, 2019",Indiana,Frankfort,"900 block of N John St",0,1,N/A
1563707,"December 2, 2019",Pennsylvania,Bristol,"Lincoln Ave",0,1,N/A
1561734,"December 1, 2019",Louisiana,"New Orleans","700 block of Canal St",0,12,N/A
1560061,"November 28, 2019",Illinois,Chicago,"46 W 114th St",0,1,N/A
1559093,"November 27, 2019",Virginia,Sandston,"Algiers Dr",0,1,N/A
1558821,"November 26, 2019",Texas,Austin,"1200 block of E St Johns Ave",0,1,N/A
1562226,"November 25, 2019",Georgia,Enigma,"100 block of Enigma Turner Church Rd",0,1,N/A
1559808,"November 25, 2019",Arkansas,"Lonoke (county)",N/A,0,1,N/A
1558657,"November 25, 2019",Michigan,Dowagiac,"508 Vineyard Place Dr",0,1,N/A
1556936,"November 24, 2019",Wisconsin,Minong,"Sleepy Eye Rd and Nancy Lake Rd",0,1,N/A
1556751,"November 24, 2019",Illinois,Chicago,"6108 S Carpenter St",0,2,N/A
1556951,"November 23, 2019","New Mexico",Albuquerque,"757 98th St SW",0,3,N/A
1555786,"November 22, 2019",Florida,Jacksonville,"4100 block of Philips Hwy",0,1,N/A
1554026,"November 20, 2019",Michigan,Lansing,"2558 E Jolly Rd",0,1,N/A
1553105,"November 19, 2019",Illinois,Chicago,"4318 W Irving Park Rd",1,2,N/A
1553692,"November 19, 2019",Indiana,Evansville,"S Weinbach Ave and Conlin Ave",0,1,N/A
1553704,"November 18, 2019",Florida,Jacksonville,"1200 block of McConihe St",0,1,N/A
1550932,"November 17, 2019",Arizona,Phoenix,"2200 block of E Taylor St",0,1,N/A
1550499,"November 15, 2019",Texas,"Fort Worth","Bonita Dr and Michigan Ave",0,1,N/A
1550035,"November 14, 2019",Texas,"San Antonio","8300 Villa Dr",0,2,N/A
1549478,"November 14, 2019",Ohio,Columbus,"1711 Penworth Dr",0,1,N/A
1713628,"November 14, 2019",Texas,Killeen,"4213 S Clear Creek Rd",0,1,N/A
1547117,"November 11, 2019",Florida,Jacksonville,"7200 Block of Zapata Dr",0,1,N/A
1547793,"November 9, 2019",Missouri,"O Fallon","2000 block of Collier Blvd",0,1,N/A
1545769,"November 8, 2019",Louisiana,"New Orleans","2100 block of N Rocheblave St",0,1,N/A
1542989,"November 6, 2019",Tennessee,Antioch,"Leo Ln",0,1,N/A
1546745,"November 5, 2019",Utah,Logan,N/A,0,1,N/A
1540100,"November 1, 2019",Louisiana,Kenner,"4300 block of California Ave",0,1,N/A
1539036,"October 31, 2019",Illinois,Chicago,"3700 block of W 26th St",0,2,N/A
1542600,"October 31, 2019",Washington,Wenatchee,"600 block of Orondo Ave",0,1,N/A
1539599,"October 31, 2019",Louisiana,Kenner,"4305 California Ave",0,1,N/A
1536730,"October 28, 2019","New York","Corona (Queens)","161-2 89th Ave",0,1,N/A
1536162,"October 27, 2019",Georgia,"Stone Mountain","Post Road Terrace",0,1,N/A
1533833,"October 24, 2019",Missouri,"Saint Louis","5300 block of Wabada Ave",0,1,N/A
1532137,"October 21, 2019",Florida,Hollywood,"Hollywood Blvd",0,1,N/A
1531663,"October 19, 2019",Florida,Greenwood,"Applewhite St",0,1,N/A
1530444,"October 18, 2019",Illinois,Chicago,"1700 W Farwell Ave",0,1,N/A
1530127,"October 18, 2019",Florida,"Boynton Beach","1213 NW 4th St",1,1,N/A
1529037,"October 17, 2019",Texas,Arlington,"2034 Cliffside Dr",1,2,N/A
1528668,"October 16, 2019",Illinois,Alsip,"11110 S Cicero Ave",0,1,N/A
1528236,"October 15, 2019",Indiana,"Churubusco (Eel River)","N County Rd 700 W and W County Rd 1025 N",0,1,N/A
1525136,"October 11, 2019",California,Bakersfield,"Centaur St",0,1,N/A
1520708,"October 6, 2019",Ohio,Oxford,"5201 College Corner Pike",0,1,N/A
1544923,"October 5, 2019",Utah,Logan,N/A,0,1,N/A
1520255,"October 5, 2019",Louisiana,"New Orleans","2800 block of Palmyra St",0,1,N/A
1520945,"October 3, 2019",Alabama,Madison,"W River Landing Blvd",0,1,N/A
1518214,"October 2, 2019",Washington,"Federal Way","1900 block of SW 320th St",0,1,N/A
1518231,"October 1, 2019",California,Stockton,"400 block of Clay St",0,1,N/A
1516096,"September 30, 2019",Virginia,Hampton,"1600 block of Anne St",0,1,N/A
1515332,"September 29, 2019",Nebraska,Omaha,"3301 N 59th St",0,1,N/A
1510131,"September 22, 2019",Virginia,Richmond,"1200 block of N 1st St",0,1,N/A
1510433,"September 22, 2019",Texas,"San Antonio","1300 block of Alametos St",0,1,N/A
1508982,"September 20, 2019",Wisconsin,Milwaukee,"N 91st St and Appleton Ave",0,1,N/A
1617046,"September 17, 2019","New York","Jefferson (county)",N/A,0,1,N/A
1505397,"September 16, 2019",California,"Apple Valley","20000 block of Sitting Bull Rd",0,1,N/A
1504828,"September 16, 2019","New Jersey",Trenton,"250 Chambers St",1,1,N/A
1505270,"September 15, 2019",Michigan,Saginaw,"2100 block of Robinwood Ave",0,1,N/A
1500042,"September 8, 2019",Florida,Tallahassee,"700 Paul Russell Rd",0,1,N/A
1499526,"September 7, 2019",Texas,"San Antonio","17203 NW Military Hwy",0,1,N/A
1499151,"September 7, 2019",Texas,"Lake Jackson","100 block of Old Angleton Rd",0,1,N/A
1499619,"September 7, 2019",Michigan,Detroit,"17500 block of Avon",0,1,N/A
1497107,"September 4, 2019",Michigan,Detroit,"19200 block of Bentler St",0,1,N/A
1495009,"September 2, 2019",Texas,"Port Neches","2200 block of 4th St",0,1,N/A
1494523,"September 2, 2019",Kentucky,Burnside,"North Lake Dr and Dixie Bend Rd",0,1,N/A
1491862,"August 30, 2019",Virginia,"Newport News","32nd St and Wickham Ave",0,1,N/A
1491442,"August 29, 2019","District of Columbia",Washington,"700 block of 19th St NE",0,1,N/A
1489032,"August 27, 2019","New York","Corona (Queens)","Baisley Blvd",0,1,N/A
1490085,"August 27, 2019",Tennessee,Memphis,"2700 block of Browning Ave",0,1,N/A
1513624,"August 26, 2019",Louisiana,Fenton,N/A,0,1,N/A
1486099,"August 23, 2019",Florida,Milton,"Burke St",0,1,N/A
1485202,"August 21, 2019",Pennsylvania,"Mc Kees Rocks (Mckees Rocks)","Bell Ave",0,2,N/A
1485281,"August 21, 2019",Florida,Titusville,"Yorkshire Dr",0,1,N/A
1484521,"August 20, 2019",Illinois,Galesburg,"160 N Chambers St",0,1,N/A
1484443,"August 20, 2019",Pennsylvania,"Mc Kees Rocks (Mckees Rocks)","Locust St",0,2,N/A
1483511,"August 19, 2019",Ohio,Cincinnati,"500 block of Dutch Colony Dr",0,1,N/A
1482265,"August 18, 2019",Wisconsin,Milwaukee,"3800 block of W Roosevelt Dr",0,1,N/A
1483028,"August 18, 2019",Kentucky,Lexington,"Warnock St",0,1,N/A
1482391,"August 17, 2019",Michigan,Muskegon,"381 E Laketon Ave",1,0,N/A
1482179,"August 17, 2019",Georgia,Atlanta,"Claire Dr SE and Olive St SE",0,2,N/A
1482040,"August 17, 2019",Kentucky,Lexington,"Shropshire Ave and Goodloe St",0,1,N/A
1483872,"August 15, 2019","South Carolina",Orangeburg,"Russell St and Chestnut St",0,1,N/A
1478029,"August 13, 2019",Kansas,Wichita,"700 block of S Laura St",0,1,N/A
1476116,"August 11, 2019","South Carolina",Columbia,"900 block of Harden St",0,1,N/A
1474238,"August 7, 2019",Louisiana,Houma,"100 Chateau Ct",0,1,N/A
1469693,"August 4, 2019",Indiana,Indianapolis,"5701 Brill Rd",0,1,N/A
1467479,"August 3, 2019",Alabama,Birmingham,"4165 5th Ct N",0,1,N/A
1467205,"August 2, 2019",Texas,"San Antonio","12600 block of Scarsdale St",0,1,N/A
1465943,"August 1, 2019",Georgia,Midland,N/A,0,1,N/A
1466122,"August 1, 2019",Michigan,Detroit,"13701 E State Fair St",0,1,N/A
1464984,"August 1, 2019",Virginia,Richmond,"2300 block of Bethel St",0,1,N/A
1464354,"July 30, 2019",Wisconsin,Racine,"11th St and Hilker Pl",0,1,N/A
1462736,"July 28, 2019",Ohio,Sandusky,"Maple Ave",0,1,N/A
1459218,"July 26, 2019",Washington,Yakima,"207 East N St",0,1,N/A
1458001,"July 24, 2019","New York",Brooklyn,"Herkimer St and St Andrew Pl",0,1,N/A
1457612,"July 24, 2019",Virginia,Portsmouth,N/A,0,1,N/A
1457179,"July 24, 2019",California,Pittsburg,"Chesapeake Bay Dr",0,1,N/A
1457024,"July 24, 2019",Oklahoma,Tulsa,"48th St and N Peoria Ave",0,1,N/A
1454791,"July 22, 2019",Minnesota,"Waite Park","232 N 13th Ave",0,1,N/A
1455598,"July 22, 2019",Indiana,"South Bend",N/A,0,1,N/A
1452848,"July 20, 2019",Virginia,"Newport News",N/A,0,1,N/A
1451801,"July 19, 2019",Kentucky,Louisville,"3200 block of W Kentucky St",1,0,N/A
1452763,"July 19, 2019",Texas,"Waco (Bellmead)","4022 E Harris St",0,1,N/A
1451409,"July 18, 2019","New York",Albany,"3rd St and Elizabeth St",0,1,N/A
1451185,"July 18, 2019",Colorado,Aurora,"3871 S Fraser St",0,2,N/A
1452560,"July 16, 2019",Mississippi,"New Albany","Lincoln St",0,1,N/A
1448226,"July 13, 2019",Texas,"San Angelo","1800 block of Greenwood St",0,1,N/A
1462538,"July 13, 2019",Wisconsin,Racine,"1100 block of Kewaunee St",0,1,N/A
1446662,"July 12, 2019",Tennessee,Memphis,"2119 E Alcy Rd",0,1,N/A
1446184,"July 11, 2019",Louisiana,"Church Point","N Martin Luther King Dr",0,1,N/A
1446077,"July 10, 2019",California,"Union City","Palmetto Dr and Butternut Court",0,1,N/A
1445233,"July 10, 2019",Tennessee,Memphis,"Frayser View Dr and Frayser Blvd",0,1,N/A
