Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Age
1879816,"December 14, 2020",Virginia,Wytheville,492 Griffith Knob,1,0,,Adult
1876776,"December 13, 2020",Kentucky,Louisville,6900 block of Brooklawn Dr,1,0,,Adult
1877605,"December 13, 2020",California,Tollhouse,28000 block of Burrough Valley Rd,1,0,,Adult
1873125,"December 8, 2020",New Jersey,Sussex (Wantage),Havens Rd,1,0,,Adult
1873062,"December 7, 2020",Virginia,Chesterfield,21000 block of Orange Hill Ave,1,0,,Adult
1871781,"December 6, 2020",Arizona,Mesa,N Sossaman Rd and E McDowell Rd,1,0,,Adult
1871765,"December 6, 2020",Virginia,Petersburg,21000 block of Orange Hill Ave,1,0,,Adult
1887873,"December 6, 2020",Mississippi,Yazoo City,Strickland Rd,1,0,,Adult
1870260,"December 5, 2020",Pennsylvania,Mc Kees Rocks (Mckees Rocks),1107 Island Ave,1,1,,Adult
1869968,"December 4, 2020",Alabama,Jackson,2455 College Ave,1,0,,Adult
1873773,"December 4, 2020",Mississippi,Waynesboro,,1,0,,Adult
1873821,"December 2, 2020",Ohio,Delaware,2000 block of Pollock Rd,1,0,,Adult
1868677,"December 2, 2020",North Carolina,Wilmington,708 Varsity Dr,1,0,,Adult
1868782,"December 2, 2020",Texas,Houston,15100 block of Richmond Ave,1,0,,Adult
1867011,"December 1, 2020",Pennsylvania,Cambridge Springs,24800 Mackey Hill Rd,1,0,,Adult
1866539,"November 30, 2020",Missouri,Saint Louis (Olivette),I-170 and Olive Blvd,1,0,,Adult
1864679,"November 29, 2020",Florida,West Palm Beach,440 Palm Beach Lakes Blvd,1,0,,Adult
1864562,"November 28, 2020",Oklahoma,Oklahoma City,1101 NW 10th St,1,0,,Adult
1866176,"November 28, 2020",Montana,Corvallis,Hamilton Heights Rd,1,0,,Adult
1864491,"November 28, 2020",Maryland,Oxon Hill,531 Wilson Bridge Dr,1,0,,Adult
1866891,"November 26, 2020",Texas,Lufkin,,1,0,,Adult
1864068,"November 26, 2020",Michigan,Ypsilanti,2960 International Dr,2,0,,Adult
1861606,"November 25, 2020",Tennessee,Powell,7801 Camberley Dr,1,0,,Adult
1866327,"November 25, 2020",Minnesota,Puposky,29000 block of Irvine Ave,1,0,,Adult
1862872,"November 23, 2020",Wyoming,Riverton,Tundra Dr,1,0,,Adult
1860127,"November 22, 2020",Wisconsin,Washington Island,,1,0,,Adult
1857634,"November 21, 2020",Mississippi,Gulfport,Henderson Ave and 3rd St,1,0,,Adult
1857658,"November 21, 2020",Florida,Daytona Beach,816 Dr Mary McLeod Bethune Blvd,1,0,,Adult
1901799,"November 20, 2020",Pennsylvania,Norristown,502 W Lafayette St,1,0,,Adult
1997672,"November 20, 2020",Michigan,Barry (county),,1,0,,Adult
1860314,"November 20, 2020",Mississippi,El Dorado,E Barnes St,1,0,,Adult
1857382,"November 19, 2020",New York,Rochester,36 Clairmount St,1,0,,Adult
1854625,"November 17, 2020",Oklahoma,Luther,18900 block of NE 178th St,1,0,,Adult
1853472,"November 16, 2020",New York,Staten Island,225 Park Hill Ave,1,0,,Adult
1852533,"November 15, 2020",Florida,Saint Petersburg,16th St S,1,1,,Adult
1854447,"November 14, 2020",Michigan,Manton,N 27 Rd,1,0,,Adult
1851320,"November 11, 2020",Nebraska,Lincoln,700 block of Lakeside Dr,1,0,,Adult
1851996,"November 11, 2020",Mississippi,Aberdeen,307 Hardy St,1,0,,Adult
1848173,"November 9, 2020",Missouri,Blue Springs,814 N Hwy 7,1,0,,Adult
1849742,"November 9, 2020",Colorado,Grand (county),,1,0,,Adult
1846835,"November 8, 2020",California,Pasadena,1750 N Altadena Dr,1,0,,Adult
1846749,"November 8, 2020",Texas,Austin,1781 Spyglass Dr,1,0,,Adult
1846012,"November 7, 2020",New York,Penfield,1570 Penfield Rd,1,0,,Adult
1846163,"November 6, 2020",Utah,Midvale,7020 S 700 W,1,1,,Adult
1845637,"November 6, 2020",Georgia,Atlanta,2485 Gresham Rd,1,0,,Adult
1845477,"November 6, 2020",Louisiana,New Orleans,8622 Belfast St,2,2,,Adult
1845659,"November 5, 2020",South Carolina,Columbia,,1,0,,Adult
1844038,"November 4, 2020",Florida,Port Salerno,SE Bollard Ave,1,0,,Adult
1844027,"November 4, 2020",Florida,Fort Lauderdale (Dania Beach),3325 Griffin Rd,1,0,,Adult
1842725,"November 2, 2020",Florida,Palm Beach Gardens,4500 Block of Artesa Way S,1,0,,Adult
1838884,"October 29, 2020",Florida,Palm Beach Gardens (Riviera Beach),3700 N Ocean Dr,1,0,,Adult
1837937,"October 28, 2020",Georgia,Atlanta (Sandy Springs),5500 block of Roswell Rd,1,0,,Adult
1837582,"October 28, 2020",Kansas,Kansas City,1700 block of Short Ave,1,0,,Adult
1835483,"October 25, 2020",Texas,Fort Worth,Western Center Blvd,1,0,,Adult
1834041,"October 24, 2020",Pennsylvania,Perkasie,3900 block of Old Ridge Rd,1,0,,Adult
1833668,"October 24, 2020",New York,Brooklyn,51 Eldert St,1,0,,Adult
1833374,"October 23, 2020",Texas,Dallas,3015 E Ledbetter Dr,1,1,,Adult
1841970,"October 22, 2020",Florida,Hialeah,,1,0,,Adult
1830752,"October 21, 2020",Kentucky,Lexington,509 W Fifth St,1,0,,Adult
1829032,"October 19, 2020",Pennsylvania,Chester,9th St and Central Ave,1,0,,Adult
1828109,"October 19, 2020",Georgia,Atlanta,12 Atlanta Ave SW,1,0,,Adult
1828457,"October 18, 2020",Kentucky,Hopkinsville,McKinney Road,1,0,,Adult
1829098,"October 18, 2020",Florida,Saint Petersburg (Gulfport),5632 25th Ave S,1,0,,Adult
1827753,"October 18, 2020",New York,Brooklyn,Fourth Ave and Pacific St,1,0,,Adult
1827783,"October 17, 2020",Florida,Lake Worth,S F St and 6th Ave S,1,0,,Adult
1825466,"October 15, 2020",Illinois,Dolton,14975 Lincoln Ave,2,0,,Adult
1825866,"October 15, 2020",South Carolina,York,Perla Rd,1,0,,Adult
1824881,"October 14, 2020",Virginia,Bedford,2800 block of Wheats Valley Rd,1,0,,Adult
1899748,"October 14, 2020",Texas,Dallas,9800 block of Pinyon Tree Rd,1,0,,Adult
1822677,"October 12, 2020",Michigan,Detroit,11000 block of Longview St,1,0,,Adult
1823424,"October 12, 2020",Louisiana,Shreveport,4200 block of Greenbriar Dr,1,0,,Adult
1826295,"October 11, 2020",Louisiana,Baton Rouge,10300 block of Airline Hwy,1,0,,Adult
1820165,"October 10, 2020",Louisiana,Baton Rouge,5200 block of Jackson Ave,1,0,,Adult
1819501,"October 10, 2020",California,Northridge,17500 block of Strathern St,1,0,,Adult
1820119,"October 9, 2020",California,Hemet,700 block of Via Linda Dr,1,0,,Adult
